RMS values
 ,pose1_0rot.pdb, pose2_0rot.pdb, pose3_2rot.pdb, pose4_0rot.pdb, pose5_0rot.pdb, pose6_0rot.pdb, pose7_0rot.pdb, pose8_0rot.pdb, pose9_0rot.pdb, 
pose1_0rot.pdb, 0.0, 6.92, 3.23, 14.92, 15.65, 16.06, 8.47, 18.52, 16.51, 
pose2_0rot.pdb, 6.92, 0.0, 6.96, 17.18, 16.51, 18.11, 7.87, 20.2, 17.13, 
pose3_2rot.pdb, 3.23, 6.96, 0.0, 16.56, 17.49, 17.46, 9.27, 20.2, 18.39, 
pose4_0rot.pdb, 14.92, 17.18, 16.56, 0.0, 7.39, 4.54, 17.25, 6.5, 6.56, 
pose5_0rot.pdb, 15.65, 16.51, 17.49, 7.39, 0.0, 6.65, 17.01, 5.84, 4.39, 
pose6_0rot.pdb, 16.06, 18.11, 17.46, 4.54, 6.65, 0.0, 18.61, 6.73, 7.62, 
pose7_0rot.pdb, 8.47, 7.87, 9.27, 17.25, 17.01, 18.61, 0.0, 19.7, 17.61, 
pose8_0rot.pdb, 18.52, 20.2, 20.2, 6.5, 5.84, 6.73, 19.7, 0.0, 5.45, 
pose9_0rot.pdb, 16.51, 17.13, 18.39, 6.56, 4.39, 7.62, 17.61, 5.45, 0.0, 
