RMS values
 ,pose1_0rot.pdb, pose2_0rot.pdb, pose3_0rot.pdb, pose4_0rot.pdb, pose5_0rot.pdb, pose6_0rot.pdb, pose7_0rot.pdb, pose8_0rot.pdb, pose9_0rot.pdb, 
pose1_0rot.pdb, 0.0, 7.5, 7.5, 9.55, 7.62, 9.5, 7.54, 7.47, 7.76, 
pose2_0rot.pdb, 7.5, 0.0, 9.07, 8.21, 6.54, 8.58, 5.58, 6.55, 6.08, 
pose3_0rot.pdb, 7.5, 9.07, 0.0, 13.08, 11.54, 13.59, 11.46, 11.67, 11.9, 
pose4_0rot.pdb, 9.55, 8.21, 13.08, 0.0, 8.0, 3.33, 4.54, 7.49, 4.18, 
pose5_0rot.pdb, 7.62, 6.54, 11.54, 8.0, 0.0, 8.77, 5.46, 2.54, 5.13, 
pose6_0rot.pdb, 9.5, 8.58, 13.59, 3.33, 8.77, 0.0, 4.31, 8.23, 4.31, 
pose7_0rot.pdb, 7.54, 5.58, 11.46, 4.54, 5.46, 4.31, 0.0, 5.13, 2.07, 
pose8_0rot.pdb, 7.47, 6.55, 11.67, 7.49, 2.54, 8.23, 5.13, 0.0, 5.09, 
pose9_0rot.pdb, 7.76, 6.08, 11.9, 4.18, 5.13, 4.31, 2.07, 5.09, 0.0, 
