Reference, Structure, Fingerprint, Rotation #
pose9, pose3, 0.5523934031151517, 
pose9, pose1, 0.645561577812494, 
pose7, pose6, 0.7390659560519331, 
pose4, pose3, 0.6242862591258383, 
pose4, pose1, 0.872, 
pose3, pose1, 0.9905194013242307, 
