Reference, Structure, Fingerprint, Rotation #
pose9, pose6, 0.6282590467510686, 
pose9, pose4, 0.5999676139583604, 
pose9, pose1, 0.562558674038024, 
pose8, pose5, 0.8728349267662896, 
pose6, pose4, 0.8777616359619581, 
pose6, pose3, 0.6426475038709888, 
pose6, pose1, 0.7356433936000447, 
pose4, pose1, 0.5817377954806678, 
pose3, pose1, 0.8097763301789159, 
pose2, pose1, 0.5847683498518929, 
