Reference, Structure, Fingerprint, Rotation #
pose7, pose5, 0.6666666666666666, 
pose7, pose2, 0.5, 
pose5, pose4, 0.5714285714285714, 
pose5, pose2, 0.5, 
pose4, pose3, 0.5882352941176471, 
pose2, pose1, 0.8, 
