Fingerprint values
 ,pose1.pdb, pose2.pdb, pose3.pdb, pose4.pdb, pose5.pdb, pose6.pdb, pose7.pdb, pose8.pdb, pose9.pdb, 
pose1.pdb, 1.0, 0.8, 0.33, 0.35, 0.4, 0.0, 0.4, 0.12, 0.38, 
pose2.pdb, 0.8, 1.0, 0.4, 0.43, 0.5, 0.0, 0.5, 0.15, 0.31, 
pose3.pdb, 0.33, 0.4, 1.0, 0.59, 0.4, 0.17, 0.4, 0.0, 0.38, 
pose4.pdb, 0.35, 0.43, 0.59, 1.0, 0.57, 0.18, 0.43, 0.13, 0.4, 
pose5.pdb, 0.4, 0.5, 0.4, 0.57, 1.0, 0.0, 0.67, 0.0, 0.31, 
pose6.pdb, 0.0, 0.0, 0.17, 0.18, 0.0, 1.0, 0.22, 0.0, 0.2, 
pose7.pdb, 0.4, 0.5, 0.4, 0.43, 0.67, 0.22, 1.0, 0.0, 0.31, 
pose8.pdb, 0.12, 0.15, 0.0, 0.13, 0.0, 0.0, 0.0, 1.0, 0.0, 
pose9.pdb, 0.38, 0.31, 0.38, 0.4, 0.31, 0.2, 0.31, 0.0, 1.0, 
