Reference, Structure, Fingerprint, Rotation #
pose1, pose2, 0.720258482518553, 
pose1, pose3, 0.6759978399421248, 
pose2, pose3, 0.6058986564652755, 
pose4, pose5, 0.5096827800827188, 
pose5, pose8, 0.5606419833698827, 
