Fingerprint values
 ,pose1.pdb, pose2.pdb, pose3.pdb, pose4.pdb, pose5.pdb, pose6.pdb, pose7.pdb, pose8.pdb, pose9.pdb, 
pose1.pdb, 1.0, 0.22, 0.17, 0.13, 0.12, 0.18, 0.5, 0.18, 0.1, 
pose2.pdb, 0.22, 1.0, 0.0, 0.29, 0.25, 0.2, 0.55, 0.0, 0.21, 
pose3.pdb, 0.17, 0.0, 1.0, 0.35, 0.11, 0.15, 0.0, 0.15, 0.09, 
pose4.pdb, 0.13, 0.29, 0.35, 1.0, 0.55, 0.62, 0.35, 0.25, 0.56, 
pose5.pdb, 0.12, 0.25, 0.11, 0.55, 1.0, 0.56, 0.21, 0.22, 0.74, 
pose6.pdb, 0.18, 0.2, 0.15, 0.62, 0.56, 1.0, 0.15, 0.33, 0.48, 
pose7.pdb, 0.5, 0.55, 0.0, 0.35, 0.21, 0.15, 1.0, 0.0, 0.27, 
pose8.pdb, 0.18, 0.0, 0.15, 0.25, 0.22, 0.33, 0.0, 1.0, 0.29, 
pose9.pdb, 0.1, 0.21, 0.09, 0.56, 0.74, 0.48, 0.27, 0.29, 1.0, 
