Reference, Structure, Fingerprint, Rotation #
pose5, pose4, 0.5517241379310345, 
pose5, pose2, 0.5, 
pose4, pose3, 0.7777777777777778, 
pose4, pose2, 0.775, 
pose4, pose1, 0.7058823529411765, 
pose3, pose2, 0.8541666666666666, 
pose3, pose1, 0.7524752475247525, 
pose2, pose1, 0.7692307692307693, 
