Reference, Structure, Fingerprint, Rotation #
vina_ligand_3, vina_ligand_2, 0.6841304250958712, 
vina_ligand_3, vina_ligand_1, 0.69185646619393, 
vina_ligand_2, vina_ligand_1, 0.8854625550660793, 
