Reference, Structure, RMS, Rotation #
vina9, crystal, 3.444421397408304e-13, 0
vina8, crystal, 3.444421397408304e-13, 0
vina7, crystal, 3.444421397408304e-13, 0
vina6, crystal, 3.444421397408304e-13, 0
vina5, crystal, 3.444421397408304e-13, 0
vina4, crystal, 3.444421397408304e-13, 0
vina3, crystal, 3.444421397408304e-13, 0
vina2, crystal, 3.444421397408304e-13, 0
vina1, crystal, 3.444421397408304e-13, 0
