Reference, Structure, Fingerprint, Rotation #
pose9, pose5, 0.7407407407407407, 
pose9, pose4, 0.56, 
pose7, pose2, 0.5454545454545454, 
pose7, pose1, 0.5, 
pose6, pose5, 0.5555555555555556, 
pose6, pose4, 0.625, 
pose5, pose4, 0.5454545454545454, 
