Fingerprint values
 ,pose1.pdb, pose2.pdb, pose3.pdb, pose4.pdb, pose5.pdb, pose6.pdb, pose7.pdb, pose8.pdb, pose9.pdb, 
pose1.pdb, 1.0, 0.08, 0.34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
pose2.pdb, 0.1, 1.0, 0.22, 0.0, 0.0, 0.0, 0.07, 0.0, 0.0, 
pose3.pdb, 0.33, 0.27, 1.0, 0.0, 0.0, 0.0, 0.03, 0.0, 0.0, 
pose4.pdb, 0.0, 0.0, 0.0, 1.0, 0.16, 0.82, 0.0, 0.17, 0.03, 
pose5.pdb, 0.0, 0.0, 0.0, 0.17, 1.0, 0.1, 0.0, 0.0, 0.72, 
pose6.pdb, 0.0, 0.0, 0.0, 0.81, 0.12, 1.0, 0.0, 0.35, 0.06, 
pose7.pdb, 0.0, 0.13, 0.04, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 
pose8.pdb, 0.0, 0.0, 0.0, 0.15, 0.0, 0.32, 0.0, 1.0, 0.15, 
pose9.pdb, 0.0, 0.0, 0.0, 0.04, 0.94, 0.07, 0.0, 0.15, 1.0, 
