Fingerprint values
 ,pose1.pdb, pose2.pdb, pose3.pdb, pose4.pdb, pose5.pdb, pose6.pdb, pose7.pdb, pose8.pdb, pose9.pdb, 
pose1.pdb, 1.0, 0.49, 0.65, 0.54, 0.05, 0.66, 0.02, 0.04, 0.53, 
pose2.pdb, 0.49, 1.0, 0.43, 0.24, 0.01, 0.35, 0.05, 0.03, 0.18, 
pose3.pdb, 0.65, 0.43, 1.0, 0.37, 0.04, 0.52, 0.03, 0.04, 0.4, 
pose4.pdb, 0.54, 0.24, 0.37, 1.0, 0.06, 0.69, 0.16, 0.07, 0.54, 
pose5.pdb, 0.05, 0.01, 0.04, 0.06, 1.0, 0.04, 0.17, 0.54, 0.06, 
pose6.pdb, 0.66, 0.35, 0.52, 0.69, 0.04, 1.0, 0.07, 0.09, 0.57, 
pose7.pdb, 0.02, 0.05, 0.03, 0.16, 0.17, 0.07, 1.0, 0.19, 0.0, 
pose8.pdb, 0.04, 0.03, 0.04, 0.07, 0.54, 0.09, 0.19, 1.0, 0.1, 
pose9.pdb, 0.53, 0.18, 0.4, 0.54, 0.06, 0.57, 0.0, 0.1, 1.0, 
