RMS values
 ,pose1_0rot.pdb, pose2_0rot.pdb, pose3_0rot.pdb, pose4_0rot.pdb, pose5_0rot.pdb, pose6_0rot.pdb, pose7_0rot.pdb, pose8_0rot.pdb, pose9_0rot.pdb, 
pose1_0rot.pdb, 0.0, 3.98, 10.26, 9.01, 3.78, 8.23, 2.69, 11.47, 8.35, 
pose2_0rot.pdb, 3.98, 0.0, 10.94, 10.3, 3.45, 8.83, 3.56, 11.36, 8.99, 
pose3_0rot.pdb, 10.26, 10.94, 0.0, 14.95, 10.64, 14.11, 11.12, 3.13, 15.75, 
pose4_0rot.pdb, 9.01, 10.3, 14.95, 0.0, 8.06, 4.3, 10.23, 15.82, 3.24, 
pose5_0rot.pdb, 3.78, 3.45, 10.64, 8.06, 0.0, 6.92, 4.78, 11.26, 6.92, 
pose6_0rot.pdb, 8.23, 8.83, 14.11, 4.3, 6.92, 0.0, 9.24, 14.37, 4.89, 
pose7_0rot.pdb, 2.69, 3.56, 11.12, 10.23, 4.78, 9.24, 0.0, 12.17, 9.24, 
pose8_0rot.pdb, 11.47, 11.36, 3.13, 15.82, 11.26, 14.37, 12.17, 0.0, 16.49, 
pose9_0rot.pdb, 8.35, 8.99, 15.75, 3.24, 6.92, 4.89, 9.24, 16.49, 0.0, 
