Fingerprint values
 ,pose1.pdb, pose2.pdb, pose3.pdb, pose4.pdb, pose5.pdb, pose6.pdb, pose7.pdb, pose8.pdb, pose9.pdb, 
pose1.pdb, 1.0, 0.78, 0.67, 0.78, 0.7, 0.86, 0.82, 0.82, 0.67, 
pose2.pdb, 0.78, 1.0, 0.7, 0.7, 0.82, 0.75, 0.84, 0.74, 0.7, 
pose3.pdb, 0.67, 0.7, 1.0, 0.9, 0.64, 0.75, 0.74, 0.63, 0.8, 
pose4.pdb, 0.78, 0.7, 0.9, 1.0, 0.64, 0.75, 0.74, 0.63, 0.8, 
pose5.pdb, 0.7, 0.82, 0.64, 0.64, 1.0, 0.67, 0.86, 0.86, 0.64, 
pose6.pdb, 0.86, 0.75, 0.75, 0.75, 0.67, 1.0, 0.8, 0.8, 0.75, 
pose7.pdb, 0.82, 0.84, 0.74, 0.74, 0.86, 0.8, 1.0, 0.89, 0.74, 
pose8.pdb, 0.82, 0.74, 0.63, 0.63, 0.86, 0.8, 0.89, 1.0, 0.63, 
pose9.pdb, 0.67, 0.7, 0.8, 0.8, 0.64, 0.75, 0.74, 0.63, 1.0, 
