Reference, Structure, Fingerprint, Rotation #
pose8, pose4, 0.5934424260562082, 
pose7, pose5, 0.9423777802764705, 
pose4, pose3, 0.6869274550443066, 
pose2, pose1, 0.8410011374339907, 
