Fingerprint values
 ,pose1.pdb, pose2.pdb, pose3.pdb, pose4.pdb, pose5.pdb, pose6.pdb, pose7.pdb, pose8.pdb, pose9.pdb, 
pose1.pdb, 1.0, 0.67, 0.0, 0.15, 0.46, 0.17, 0.67, 0.14, 0.46, 
pose2.pdb, 0.67, 1.0, 0.0, 0.15, 0.15, 0.17, 0.83, 0.14, 0.46, 
pose3.pdb, 0.0, 0.0, 1.0, 0.0, 0.0, 0.2, 0.0, 0.5, 0.18, 
pose4.pdb, 0.15, 0.15, 0.0, 1.0, 0.43, 0.77, 0.15, 0.0, 0.57, 
pose5.pdb, 0.46, 0.15, 0.0, 0.43, 1.0, 0.46, 0.15, 0.0, 0.43, 
pose6.pdb, 0.17, 0.17, 0.2, 0.77, 0.46, 1.0, 0.17, 0.0, 0.77, 
pose7.pdb, 0.67, 0.83, 0.0, 0.15, 0.15, 0.17, 1.0, 0.14, 0.46, 
pose8.pdb, 0.14, 0.14, 0.5, 0.0, 0.0, 0.0, 0.14, 1.0, 0.0, 
pose9.pdb, 0.46, 0.46, 0.18, 0.57, 0.43, 0.77, 0.46, 0.0, 1.0, 
