Reference, Structure, Fingerprint, Rotation #
pose9, pose7, 0.6306054034489276, 
pose9, pose2, 0.5912488216185905, 
pose9, pose1, 0.930037980833344, 
pose8, pose5, 0.8019560226610923, 
pose8, pose3, 0.757317246446102, 
pose7, pose2, 0.9696899027331813, 
pose7, pose1, 0.5498068585415667, 
pose6, pose4, 1.0357142857142858, 
pose5, pose3, 0.9841269841269841, 
pose2, pose1, 0.5451081150953975, 
