Fingerprint values
 ,1fx9_01.pdb, 1fx9_02.pdb, 1fx9_03.pdb, 1fx9_04.pdb, 1fx9_05.pdb, 1fx9_06.pdb, 1fx9_07.pdb, 1fx9_08.pdb, 1fx9_09.pdb, 
1fx9_01.pdb, 1.0, 0.8181818181818182, 0.75, 0.5517241379310345, 0.4888888888888889, 0.7857142857142857, 0.6885245901639344, 0.7441860465116279, 0.625, 
1fx9_02.pdb, 0.8181818181818182, 1.0, 0.7037037037037037, 0.4642857142857143, 0.5581395348837209, 0.7037037037037037, 0.6440677966101694, 0.7804878048780488, 0.5652173913043478, 
1fx9_03.pdb, 0.75, 0.7037037037037037, 1.0, 0.5588235294117647, 0.509090909090909, 0.7272727272727273, 0.704225352112676, 0.6037735849056604, 0.5862068965517241, 
1fx9_04.pdb, 0.5517241379310345, 0.4642857142857143, 0.5588235294117647, 1.0, 0.24561403508771928, 0.7058823529411765, 0.7397260273972602, 0.32727272727272727, 0.7333333333333333, 
1fx9_05.pdb, 0.4888888888888889, 0.5581395348837209, 0.509090909090909, 0.24561403508771928, 1.0, 0.509090909090909, 0.43333333333333335, 0.7142857142857143, 0.3829787234042553, 
1fx9_06.pdb, 0.7857142857142857, 0.7037037037037037, 0.7272727272727273, 0.7058823529411765, 0.509090909090909, 1.0, 0.7887323943661971, 0.6037735849056604, 0.7241379310344828, 
1fx9_07.pdb, 0.6885245901639344, 0.6440677966101694, 0.704225352112676, 0.7397260273972602, 0.43333333333333335, 0.7887323943661971, 1.0, 0.5517241379310345, 0.6666666666666666, 
1fx9_08.pdb, 0.7441860465116279, 0.7804878048780488, 0.6037735849056604, 0.32727272727272727, 0.7142857142857143, 0.6037735849056604, 0.5517241379310345, 1.0, 0.4, 
1fx9_09.pdb, 0.625, 0.5652173913043478, 0.5862068965517241, 0.7333333333333333, 0.3829787234042553, 0.7241379310344828, 0.6666666666666666, 0.4, 1.0, 
