Reference, Structure, Fingerprint, Rotation #
pose1, pose3, 0.7355371900826446, 
pose1, pose4, 0.7998801046856978, 
pose1, pose9, 0.5233951675105292, 
pose3, pose4, 0.6378522083071634, 
pose3, pose9, 0.5178008064857771, 
pose6, pose7, 0.7514390803127389, 
