Reference, Structure, Fingerprint, Rotation #
vina_ligand_3, vina_ligand_2, 0.7142857142857143, 
vina_ligand_3, vina_ligand_1, 0.7368421052631579, 
vina_ligand_2, vina_ligand_1, 0.7924528301886793, 
