Fingerprint values
 ,pose1.pdb, pose2.pdb, pose3.pdb, pose4.pdb, pose5.pdb, pose6.pdb, pose7.pdb, pose8.pdb, pose9.pdb, 
pose1.pdb, 1.0, 0.38, 0.74, 0.8, 0.0, 0.37, 0.45, 0.29, 0.52, 
pose2.pdb, 0.38, 1.0, 0.35, 0.36, 0.0, 0.15, 0.31, 0.03, 0.12, 
pose3.pdb, 0.74, 0.35, 1.0, 0.64, 0.02, 0.27, 0.4, 0.3, 0.52, 
pose4.pdb, 0.8, 0.36, 0.64, 1.0, 0.0, 0.37, 0.42, 0.33, 0.4, 
pose5.pdb, 0.0, 0.0, 0.02, 0.0, 1.0, 0.0, 0.0, 0.28, 0.05, 
pose6.pdb, 0.37, 0.15, 0.27, 0.37, 0.0, 1.0, 0.75, 0.0, 0.0, 
pose7.pdb, 0.45, 0.31, 0.4, 0.42, 0.0, 0.75, 1.0, 0.0, 0.0, 
pose8.pdb, 0.29, 0.03, 0.3, 0.33, 0.28, 0.0, 0.0, 1.0, 0.47, 
pose9.pdb, 0.52, 0.12, 0.52, 0.4, 0.05, 0.0, 0.0, 0.47, 1.0, 
