Fingerprint values
 ,pose1.pdb, pose2.pdb, pose3.pdb, pose4.pdb, pose5.pdb, pose6.pdb, pose7.pdb, pose8.pdb, pose9.pdb, 
pose1.pdb, 1.0, 0.72, 0.68, 0.47, 0.41, 0.24, 0.25, 0.33, 0.14, 
pose2.pdb, 0.72, 1.0, 0.61, 0.34, 0.33, 0.15, 0.3, 0.36, 0.13, 
pose3.pdb, 0.68, 0.61, 1.0, 0.5, 0.33, 0.27, 0.23, 0.27, 0.08, 
pose4.pdb, 0.47, 0.34, 0.5, 1.0, 0.51, 0.35, 0.25, 0.38, 0.11, 
pose5.pdb, 0.41, 0.33, 0.33, 0.51, 1.0, 0.27, 0.32, 0.56, 0.15, 
pose6.pdb, 0.24, 0.15, 0.27, 0.35, 0.27, 1.0, 0.13, 0.22, 0.05, 
pose7.pdb, 0.25, 0.3, 0.23, 0.25, 0.32, 0.13, 1.0, 0.35, 0.26, 
pose8.pdb, 0.33, 0.36, 0.27, 0.38, 0.56, 0.22, 0.35, 1.0, 0.13, 
pose9.pdb, 0.14, 0.13, 0.08, 0.11, 0.15, 0.05, 0.26, 0.13, 1.0, 
